device,end_ts,source_id,start_ts,uid
touch,2018-08-31 06:06:30,5,2018-08-31 06:00:00,814825128921859655
touch,2018-10-27 16:08:17,6,2018-10-27 16:00:00,96510168575037276
desktop,2017-04-15 04:16:04,7,2017-04-15 04:00:00,454651524386891061
desktop,2018-09-06 06:13:26,7,2018-09-06 06:00:00,834472553149500658
touch,2017-04-28 21:02:09,2,2017-04-28 21:00:00,234062750915204461
desktop,2017-01-02 23:17:01,7,2017-01-02 23:00:00,796343500871937130
touch,2017-04-09 12:09:13,2,2017-04-09 12:00:00,950525372183139128
touch,2018-06-21 00:26:07,2,2018-06-21 00:00:00,608489259162948520
touch,2017-12-07 17:17:40,6,2017-12-07 17:00:00,545738111026939767
desktop,2018-07-11 03:24:41,6,2018-07-11 03:00:00,694064441412832772
desktop,2017-11-27 11:06:01,8,2017-11-27 11:00:00,582966661590946518
desktop,2018-06-20 01:12:45,5,2018-06-20 01:00:00,162071971097593352
desktop,2018-05-09 12:20:39,5,2018-05-09 12:00:00,973108796472427539
desktop,2017-12-25 02:04:47,1,2017-12-25 02:00:00,901959234382706554
desktop,2018-07-14 02:12:48,4,2018-07-14 02:00:00,391847056358791586
desktop,2017-03-28 22:15:25,1,2017-03-28 22:00:00,151974060486783825
desktop,2018-03-11 03:06:09,5,2018-03-11 03:00:00,157178652486069392
touch,2018-04-29 10:24:53,8,2018-04-29 10:00:00,533036368325210114
desktop,2018-04-11 22:14:59,1,2018-04-11 22:00:00,61486375115239138
touch,2018-06-19 19:20:10,3,2018-06-19 19:00:00,681434213141832460
touch,2018-11-17 06:24:58,1,2018-11-17 06:00:00,669942745210131324
touch,2017-05-12 09:18:05,6,2017-05-12 09:00:00,682058771875363928
desktop,2018-01-19 08:04:22,1,2018-01-19 08:00:00,561518602851623491
desktop,2018-03-02 23:13:08,3,2018-03-02 23:00:00,324409216525030756
desktop,2018-03-05 01:01:51,5,2018-03-05 01:00:00,534713714373252362
touch,2017-02-01 07:15:42,5,2017-02-01 07:00:00,45395885421020087
desktop,2018-01-04 17:02:21,2,2018-01-04 17:00:00,287770965419866746
desktop,2018-12-13 20:12:25,3,2018-12-13 20:00:00,83286649914297884
touch,2018-11-07 20:08:55,9,2018-11-07 20:00:00,253608339299194050
desktop,2018-03-08 04:01:19,1,2018-03-08 04:00:00,334837032013425377
touch,2017-09-14 23:25:18,1,2017-09-14 23:00:00,915468997212143785
touch,2017-09-23 04:17:35,2,2017-09-23 04:00:00,557866983159346712
touch,2017-03-24 15:25:40,8,2017-03-24 15:00:00,938153819179316618
desktop,2018-09-02 13:08:29,6,2018-09-02 13:00:00,451702067483790561
touch,2018-11-10 16:16:11,4,2018-11-10 16:00:00,617103925103996027
touch,2018-04-15 17:27:34,7,2018-04-15 17:00:00,179926490211640570
desktop,2017-11-15 16:01:06,6,2017-11-15 16:00:00,662610154996507823
touch,2017-11-25 22:25:34,9,2017-11-25 22:00:00,342118191758225444
desktop,2018-07-09 09:23:15,6,2018-07-09 09:00:00,602899763266533039
desktop,2018-06-23 13:04:47,2,2018-06-23 13:00:00,251445861693154252
touch,2018-03-07 07:20:00,3,2018-03-07 07:00:00,714017597869565041
desktop,2018-04-21 11:02:03,9,2018-04-21 11:00:00,794808129387942205
desktop,2017-10-15 12:20:55,7,2017-10-15 12:00:00,551702248987973746
desktop,2018-11-04 09:09:15,6,2018-11-04 09:00:00,224700192298304834
desktop,2017-06-08 08:16:44,5,2017-06-08 08:00:00,651340932245175335
touch,2017-04-14 06:00:04,3,2017-04-14 06:00:00,977976329923864615
desktop,2018-02-20 07:28:46,4,2018-02-20 07:00:00,59620209252923340
desktop,2018-02-28 06:06:52,1,2018-02-28 06:00:00,314117095657215264
desktop,2017-10-21 22:04:10,5,2017-10-21 22:00:00,66962381356818647
desktop,2017-09-10 11:28:00,7,2017-09-10 11:00:00,874856644736244047
touch,2018-02-19 23:25:11,2,2018-02-19 23:00:00,617078430146500699
touch,2018-05-16 07:22:49,8,2018-05-16 07:00:00,702484889536858682
desktop,2017-12-18 09:22:37,6,2017-12-18 09:00:00,384854981966473996
touch,2017-09-16 17:07:33,3,2017-09-16 17:00:00,452192105888995884
desktop,2017-10-24 11:02:38,2,2017-10-24 11:00:00,183941980697360052
touch,2018-06-29 12:26:41,8,2018-06-29 12:00:00,50114150941450939
desktop,2017-05-21 08:13:57,4,2017-05-21 08:00:00,619905685296515204
desktop,2018-11-04 00:16:54,7,2018-11-04 00:00:00,108297307417334316
touch,2017-04-28 19:21:34,7,2017-04-28 19:00:00,539518105256191006
touch,2018-10-29 06:26:51,9,2018-10-29 06:00:00,245651783365837225
touch,2017-04-14 15:24:02,8,2017-04-14 15:00:00,71387384365521567
touch,2018-07-11 03:24:24,8,2018-07-11 03:00:00,417245228268535220
touch,2018-11-10 05:17:33,7,2018-11-10 05:00:00,659654779205482577
desktop,2017-03-10 11:16:18,5,2017-03-10 11:00:00,100849733601787137
desktop,2017-01-01 19:05:35,9,2017-01-01 19:00:00,362187610977202764
desktop,2017-01-29 03:21:02,7,2017-01-29 03:00:00,137756459313034763
desktop,2018-12-10 00:02:33,3,2018-12-10 00:00:00,117799541303293889
touch,2018-11-17 05:27:10,6,2018-11-17 05:00:00,683234085592401420
touch,2018-01-30 01:12:29,3,2018-01-30 01:00:00,805868739809969384
desktop,2017-02-18 02:13:54,6,2017-02-18 02:00:00,125688442411352423
desktop,2018-02-14 04:18:59,8,2018-02-14 04:00:00,180845229590719329
touch,2018-02-14 02:13:28,9,2018-02-14 02:00:00,166127015038525887
touch,2017-06-04 20:29:15,2,2017-06-04 20:00:00,737601056090491244
touch,2017-08-07 10:12:38,6,2017-08-07 10:00:00,550551357619639279
touch,2017-07-29 06:23:43,3,2017-07-29 06:00:00,820523944425437650
touch,2017-03-10 21:17:36,7,2017-03-10 21:00:00,203430017225244102
desktop,2017-04-15 06:08:52,4,2017-04-15 06:00:00,761234996740252904
desktop,2018-11-26 09:00:53,5,2018-11-26 09:00:00,470245492399752161
desktop,2018-08-10 22:11:58,6,2018-08-10 22:00:00,541821906442589595
desktop,2017-05-22 19:29:15,8,2017-05-22 19:00:00,140600204064233806
touch,2017-02-21 11:20:19,2,2017-02-21 11:00:00,738050227936973077
desktop,2018-07-02 21:22:09,4,2018-07-02 21:00:00,7116351076024803
desktop,2018-08-23 20:28:51,4,2018-08-23 20:00:00,98452310306794819
desktop,2018-08-25 06:05:45,6,2018-08-25 06:00:00,940112966068259007
desktop,2018-12-17 09:18:26,4,2018-12-17 09:00:00,381333694776101387
desktop,2018-08-01 16:00:01,5,2018-08-01 16:00:00,89478799750203792
touch,2018-10-09 02:02:47,5,2018-10-09 02:00:00,362856920285000565
desktop,2018-04-25 13:05:17,8,2018-04-25 13:00:00,615809700297502741
desktop,2017-05-14 02:20:07,4,2017-05-14 02:00:00,843792589325658321
touch,2017-07-19 13:16:05,6,2017-07-19 13:00:00,663880347023757998
touch,2018-03-20 06:14:58,7,2018-03-20 06:00:00,578820326919463627
touch,2017-08-11 22:04:33,8,2017-08-11 22:00:00,93825499436901299
touch,2017-01-23 05:28:13,9,2017-01-23 05:00:00,152430129717017035
desktop,2017-06-02 15:06:13,8,2017-06-02 15:00:00,453549572509265948
touch,2017-01-06 09:23:06,4,2017-01-06 09:00:00,408108426627103776
desktop,2018-06-08 11:15:00,4,2018-06-08 11:00:00,204948341221854062
touch,2017-03-19 10:03:21,5,2017-03-19 10:00:00,943426295621025695
desktop,2018-10-18 15:20:16,3,2018-10-18 15:00:00,376451457195014602
touch,2018-05-30 06:22:45,2,2018-05-30 06:00:00,155003660270910945
touch,2017-06-02 01:22:03,2,2017-06-02 01:00:00,435836059664204513
desktop,2018-04-03 10:25:30,9,2018-04-03 10:00:00,944129438819183714
desktop,2017-07-22 12:26:52,8,2017-07-22 12:00:00,256171321561615848
touch,2018-01-28 04:02:20,6,2018-01-28 04:00:00,712484700271156494
desktop,2018-01-04 01:05:06,9,2018-01-04 01:00:00,826591262371257116
desktop,2018-08-12 23:20:20,5,2018-08-12 23:00:00,114043017329333322
desktop,2017-01-31 03:18:05,1,2017-01-31 03:00:00,613717002316142367
desktop,2017-01-31 17:06:00,8,2017-01-31 17:00:00,366741461791458990
touch,2018-08-02 07:05:07,3,2018-08-02 07:00:00,544386889856335306
desktop,2017-02-24 03:25:04,9,2017-02-24 03:00:00,429063537904443074
touch,2017-01-15 03:05:33,1,2017-01-15 03:00:00,246515153216716157
desktop,2017-01-07 08:18:27,3,2017-01-07 08:00:00,480684303859613111
touch,2018-02-05 13:05:34,1,2018-02-05 13:00:00,112819778908563758
touch,2018-07-28 03:08:37,1,2018-07-28 03:00:00,825074318712046436
touch,2018-10-28 22:12:11,6,2018-10-28 22:00:00,249510678162825299
touch,2017-01-18 18:15:24,4,2017-01-18 18:00:00,416793996992091794
desktop,2018-01-24 15:12:46,4,2018-01-24 15:00:00,446692684608802244
desktop,2018-04-26 01:24:58,5,2018-04-26 01:00:00,857362244118324730
touch,2018-12-24 05:23:38,3,2018-12-24 05:00:00,633351584813761081
desktop,2017-02-27 05:27:04,2,2017-02-27 05:00:00,352319141792240549
desktop,2017-10-23 02:29:05,8,2017-10-23 02:00:00,783150210448899233
touch,2018-02-17 05:28:36,7,2018-02-17 05:00:00,472324515816262818
desktop,2017-11-13 09:29:04,4,2017-11-13 09:00:00,574323476498897904
desktop,2018-01-31 15:13:05,2,2018-01-31 15:00:00,491917110858634007
desktop,2018-11-30 02:26:41,9,2018-11-30 02:00:00,956616860250106347
desktop,2017-11-23 13:23:24,8,2017-11-23 13:00:00,658732501731532314
touch,2018-04-11 12:00:21,4,2018-04-11 12:00:00,566194818349884475
touch,2018-03-06 21:14:39,5,2018-03-06 21:00:00,490626402056090119
desktop,2018-04-01 14:02:57,6,2018-04-01 14:00:00,385940913421702170
touch,2017-08-06 22:23:07,4,2017-08-06 22:00:00,595521432166489649
touch,2018-07-23 13:00:22,2,2018-07-23 13:00:00,203357818822568134
touch,2018-01-09 02:13:57,5,2018-01-09 02:00:00,22511863323427164
touch,2018-05-26 14:16:00,1,2018-05-26 14:00:00,115198754355914667
desktop,2018-12-26 12:09:08,7,2018-12-26 12:00:00,600003073264526871
desktop,2017-10-22 01:04:10,9,2017-10-22 01:00:00,845744502132171129
desktop,2017-06-06 11:11:01,3,2017-06-06 11:00:00,998897977372134291
touch,2017-04-29 14:15:52,6,2017-04-29 14:00:00,858462490830377486
desktop,2017-05-04 12:18:17,9,2017-05-04 12:00:00,812070154790095581
desktop,2018-01-05 22:18:35,4,2018-01-05 22:00:00,3428249071615869
desktop,2018-06-12 00:20:00,6,2018-06-12 00:00:00,240264791516647343
touch,2017-04-25 19:02:06,3,2017-04-25 19:00:00,997869341188877243
desktop,2017-09-27 17:20:28,9,2017-09-27 17:00:00,31525366966192853
touch,2018-08-30 10:21:10,7,2018-08-30 10:00:00,359185014670551540
touch,2017-03-12 13:10:11,7,2017-03-12 13:00:00,350367478011959681
touch,2018-04-07 20:21:35,4,2018-04-07 20:00:00,877311598930055751
touch,2018-05-16 03:16:50,6,2018-05-16 03:00:00,326880086683810512
touch,2018-12-13 04:00:44,8,2018-12-13 04:00:00,214362093889322772
desktop,2017-05-02 15:29:18,6,2017-05-02 15:00:00,183488675891869661
touch,2017-06-06 12:27:13,6,2017-06-06 12:00:00,322700238452654417
touch,2017-05-17 19:09:08,4,2017-05-17 19:00:00,782859248872390126
touch,2017-07-15 11:19:52,8,2017-07-15 11:00:00,692132981396123813
desktop,2017-11-03 06:07:15,8,2017-11-03 06:00:00,768539972571834378
desktop,2017-05-08 13:17:34,9,2017-05-08 13:00:00,138017389306688216
desktop,2017-09-04 15:13:14,6,2017-09-04 15:00:00,878479046286366715
desktop,2018-02-24 20:27:01,2,2018-02-24 20:00:00,550654453067013544
touch,2018-02-11 08:05:57,4,2018-02-11 08:00:00,730839265332679434
touch,2018-10-30 04:25:15,4,2018-10-30 04:00:00,793339139904642738
desktop,2018-01-18 07:27:37,8,2018-01-18 07:00:00,782699721637508648
touch,2017-11-26 06:21:12,5,2017-11-26 06:00:00,906890803065642029
desktop,2017-03-28 03:28:40,4,2017-03-28 03:00:00,322736933033266638
desktop,2017-03-24 11:04:13,8,2017-03-24 11:00:00,276056017232042656
desktop,2017-01-30 04:13:05,3,2017-01-30 04:00:00,180241329548820721
touch,2017-06-18 14:12:01,2,2017-06-18 14:00:00,257541786433417056
desktop,2017-03-28 09:23:26,4,2017-03-28 09:00:00,326723085806414048
desktop,2018-05-13 17:26:00,1,2018-05-13 17:00:00,467930200266688232
touch,2018-12-01 02:27:38,1,2018-12-01 02:00:00,703318782885779357
touch,2017-05-08 00:12:17,5,2017-05-08 00:00:00,612490140546787916
touch,2017-01-22 18:15:00,1,2017-01-22 18:00:00,296596956073815705
touch,2018-04-08 13:24:03,4,2018-04-08 13:00:00,404414112657431654
touch,2017-12-31 05:02:03,8,2017-12-31 05:00:00,142331414319221925
touch,2018-06-13 02:21:58,8,2018-06-13 02:00:00,92988236821991513
desktop,2017-01-12 21:11:25,2,2017-01-12 21:00:00,36248246327851129
touch,2018-05-14 05:02:23,3,2018-05-14 05:00:00,933160855643553934
touch,2017-10-24 04:16:43,3,2017-10-24 04:00:00,233356816865562729
touch,2018-09-17 14:15:38,1,2018-09-17 14:00:00,783666327754863019
desktop,2017-09-01 05:08:31,3,2017-09-01 05:00:00,776015626408679271
touch,2018-09-19 08:28:25,8,2018-09-19 08:00:00,210851914440634684
desktop,2017-03-03 02:00:57,6,2017-03-03 02:00:00,350041259380036218
desktop,2018-01-15 10:00:42,5,2018-01-15 10:00:00,582662472157648904
desktop,2017-12-20 07:13:41,9,2017-12-20 07:00:00,958701912860850398
desktop,2018-03-05 08:27:35,7,2018-03-05 08:00:00,761784021836730920
touch,2017-09-05 04:19:05,6,2017-09-05 04:00:00,397722332905239243
touch,2018-02-21 12:29:47,5,2018-02-21 12:00:00,490443322510870363
touch,2017-02-19 02:05:43,5,2017-02-19 02:00:00,954215730058064979
touch,2017-04-17 07:05:32,9,2017-04-17 07:00:00,497144347609923694
touch,2018-10-30 17:24:40,6,2018-10-30 17:00:00,42891825398585726
touch,2018-02-12 12:24:21,4,2018-02-12 12:00:00,324937500941390282
desktop,2018-02-27 20:05:41,4,2018-02-27 20:00:00,365553790720839887
desktop,2018-02-20 07:05:41,4,2018-02-20 07:00:00,877925316102274437
touch,2017-07-22 14:24:00,6,2017-07-22 14:00:00,88504237634244629
touch,2018-01-18 11:14:09,1,2018-01-18 11:00:00,273350145465226110
touch,2017-09-01 23:03:02,9,2017-09-01 23:00:00,342698991933451390
touch,2017-02-16 15:28:21,2,2017-02-16 15:00:00,487044141677604539
touch,2017-06-15 15:16:24,2,2017-06-15 15:00:00,813309104409649165
touch,2018-06-23 07:21:28,5,2018-06-23 07:00:00,352886829096324049
desktop,2018-02-05 02:20:34,4,2018-02-05 02:00:00,637237860882650648
desktop,2018-06-13 23:08:43,3,2018-06-13 23:00:00,585020871918193810
touch,2017-02-23 20:03:02,5,2017-02-23 20:00:00,707715087305208557
touch,2018-01-27 02:24:28,7,2018-01-27 02:00:00,450023841065738924
touch,2018-02-27 12:04:11,2,2018-02-27 12:00:00,732309238116325684
desktop,2018-05-06 12:02:18,6,2018-05-06 12:00:00,621799796634712351
desktop,2017-10-02 14:20:42,4,2017-10-02 14:00:00,584795576506339026
desktop,2018-08-06 09:12:31,2,2018-08-06 09:00:00,755482677892063780
desktop,2018-12-27 01:07:34,1,2018-12-27 01:00:00,687938386503955514
desktop,2017-08-04 16:14:43,8,2017-08-04 16:00:00,467177452268157851
touch,2018-06-01 15:01:27,5,2018-06-01 15:00:00,222144995273028338
touch,2017-10-04 23:04:53,2,2017-10-04 23:00:00,178905132912693173
desktop,2017-09-08 15:01:32,8,2017-09-08 15:00:00,565439965153117390
touch,2018-10-23 05:03:28,3,2018-10-23 05:00:00,141725166212019078
desktop,2017-03-27 16:20:28,7,2017-03-27 16:00:00,463437777396891440
desktop,2018-05-23 08:03:06,2,2018-05-23 08:00:00,731766251094669241
desktop,2018-02-21 19:18:29,7,2018-02-21 19:00:00,931438615879994148
touch,2018-07-27 19:28:08,4,2018-07-27 19:00:00,616767665597643483
touch,2017-05-10 18:02:36,1,2017-05-10 18:00:00,925097182034564027
touch,2018-07-15 02:04:53,5,2018-07-15 02:00:00,739885015436545585
touch,2017-11-04 15:08:53,4,2017-11-04 15:00:00,298384677070179944
touch,2017-03-09 21:02:41,8,2017-03-09 21:00:00,20576861296489721
desktop,2017-05-19 05:23:30,1,2017-05-19 05:00:00,696506931738938209
desktop,2018-04-14 19:25:09,2,2018-04-14 19:00:00,907007931270315747
desktop,2017-06-21 12:25:27,5,2017-06-21 12:00:00,474116606350605219
touch,2018-02-05 23:14:11,2,2018-02-05 23:00:00,861849915185414438
touch,2017-09-13 03:02:36,1,2017-09-13 03:00:00,494886416214491890
touch,2017-05-08 13:02:23,6,2017-05-08 13:00:00,550642411593777337
desktop,2017-12-04 01:29:53,4,2017-12-04 01:00:00,689233116704170620
desktop,2017-06-05 11:27:23,5,2017-06-05 11:00:00,427267968912121474
desktop,2017-09-21 15:21:48,3,2017-09-21 15:00:00,121015619870590996
touch,2018-11-13 17:09:22,6,2018-11-13 17:00:00,841412779658309344
touch,2018-10-25 19:00:35,4,2018-10-25 19:00:00,121153311969444633
desktop,2017-03-27 06:03:44,6,2017-03-27 06:00:00,522504350487509091
desktop,2018-04-18 04:11:08,5,2018-04-18 04:00:00,627790183193395677
desktop,2017-07-31 00:06:33,2,2017-07-31 00:00:00,923137405070348813
desktop,2018-01-29 13:06:48,4,2018-01-29 13:00:00,625255112723386369
touch,2017-01-31 02:28:47,2,2017-01-31 02:00:00,772644605867311013
desktop,2018-07-08 17:23:32,5,2018-07-08 17:00:00,143982522650234893
touch,2018-09-26 18:28:40,3,2018-09-26 18:00:00,273332957429209318
touch,2017-11-12 04:29:33,6,2017-11-12 04:00:00,862079519874784339
touch,2017-12-11 19:04:57,5,2017-12-11 19:00:00,561720054858129126
touch,2017-06-09 03:05:23,2,2017-06-09 03:00:00,710640952952659088
touch,2017-05-21 04:25:12,8,2017-05-21 04:00:00,296653061035523928
desktop,2017-06-29 22:26:34,6,2017-06-29 22:00:00,588679492865421339
touch,2018-04-24 07:00:39,9,2018-04-24 07:00:00,150036241537698978
desktop,2017-11-05 06:08:25,3,2017-11-05 06:00:00,585439144523915524
desktop,2017-04-13 04:25:27,4,2017-04-13 04:00:00,234091417537299904
touch,2017-01-18 17:12:33,8,2017-01-18 17:00:00,433003692500345291
desktop,2018-08-01 17:26:01,7,2018-08-01 17:00:00,108350962018586275
desktop,2018-07-17 19:22:20,8,2018-07-17 19:00:00,596219066739518358
desktop,2018-01-02 15:25:20,9,2018-01-02 15:00:00,300490029866199326
desktop,2017-03-30 12:19:01,8,2017-03-30 12:00:00,895598897301281801
touch,2017-07-28 23:22:46,8,2017-07-28 23:00:00,202855133377041013
desktop,2017-12-27 17:04:00,6,2017-12-27 17:00:00,825638632203893327
desktop,2018-03-24 03:11:27,2,2018-03-24 03:00:00,364765947242227292
touch,2018-11-11 12:24:29,7,2018-11-11 12:00:00,452004774150290251
touch,2018-09-03 03:12:20,4,2018-09-03 03:00:00,302220862649884008
touch,2017-06-13 22:16:37,3,2017-06-13 22:00:00,355602852716656952
touch,2018-04-21 09:08:07,4,2018-04-21 09:00:00,775537400731200373
touch,2017-12-07 12:12:45,4,2017-12-07 12:00:00,786186806587733275
desktop,2017-02-02 09:23:55,3,2017-02-02 09:00:00,676469449916259434
touch,2018-10-25 17:10:23,9,2018-10-25 17:00:00,902083926287702702
desktop,2017-04-11 18:29:37,3,2017-04-11 18:00:00,715818136086596811
touch,2018-06-03 22:12:16,2,2018-06-03 22:00:00,684944675278715184
desktop,2017-04-12 15:04:58,1,2017-04-12 15:00:00,584217641635886711
desktop,2017-11-22 04:17:56,1,2017-11-22 04:00:00,421589611893118318
touch,2018-06-27 15:12:13,5,2018-06-27 15:00:00,338336582909842682
desktop,2018-09-10 18:16:41,5,2018-09-10 18:00:00,911632186957207443
touch,2018-07-05 12:05:04,9,2018-07-05 12:00:00,364316970851301709
desktop,2017-03-24 21:21:52,4,2017-03-24 21:00:00,574977404008690980
touch,2017-11-24 20:11:04,5,2017-11-24 20:00:00,725761260712119296
desktop,2018-01-21 18:14:59,6,2018-01-21 18:00:00,271150210384280036
desktop,2017-02-09 08:19:02,7,2017-02-09 08:00:00,67444236237636768
touch,2017-08-03 14:24:08,9,2017-08-03 14:00:00,133459655171115698
touch,2018-04-04 14:13:11,6,2018-04-04 14:00:00,766884855518819339
touch,2018-03-22 00:10:47,1,2018-03-22 00:00:00,430607039754907923
touch,2018-09-26 12:03:29,8,2018-09-26 12:00:00,906291826535667953
touch,2017-03-11 09:19:11,2,2017-03-11 09:00:00,509476032256976122
touch,2018-06-18 19:21:57,9,2018-06-18 19:00:00,91127604661719165
touch,2018-01-08 23:08:39,7,2018-01-08 23:00:00,264006804212400344
touch,2018-03-08 05:20:46,7,2018-03-08 05:00:00,260467822671560476
touch,2018-02-02 15:01:17,5,2018-02-02 15:00:00,318020299746045111
touch,2018-01-30 04:05:38,8,2018-01-30 04:00:00,287696938432014762
desktop,2017-03-16 09:14:23,1,2017-03-16 09:00:00,947178252451787670
desktop,2017-09-05 20:29:23,3,2017-09-05 20:00:00,772260221168272677
touch,2018-08-28 02:15:13,9,2018-08-28 02:00:00,270269011711076502
touch,2017-04-20 14:21:39,1,2017-04-20 14:00:00,552916256825452157
desktop,2017-11-16 04:13:27,8,2017-11-16 04:00:00,316930072487204785
touch,2017-01-10 22:19:01,6,2017-01-10 22:00:00,264775398959895419
desktop,2018-08-02 19:21:56,5,2018-08-02 19:00:00,893421775280860167
desktop,2018-01-25 02:21:35,6,2018-01-25 02:00:00,597897767382988116
desktop,2018-02-11 05:24:31,5,2018-02-11 05:00:00,579241870593143798
desktop,2018-03-08 05:19:41,9,2018-03-08 05:00:00,878105101537864348
desktop,2018-07-20 22:09:32,2,2018-07-20 22:00:00,115297297829545317
touch,2018-05-01 03:20:08,6,2018-05-01 03:00:00,961994875635553454
desktop,2018-05-26 05:07:04,4,2018-05-26 05:00:00,94558045052718272
touch,2017-11-26 03:28:00,3,2017-11-26 03:00:00,472519656703042678
desktop,2017-10-25 17:11:13,5,2017-10-25 17:00:00,131235243460327850
desktop,2017-09-02 05:27:05,2,2017-09-02 05:00:00,149599348490157936
desktop,2018-06-28 19:17:20,3,2018-06-28 19:00:00,560543345564832730
touch,2018-11-25 00:15:26,7,2018-11-25 00:00:00,37387891098486723
desktop,2018-05-29 09:29:45,1,2018-05-29 09:00:00,950255163835587584
desktop,2017-06-30 03:01:38,2,2017-06-30 03:00:00,519740777555969310
touch,2017-04-30 04:27:20,3,2017-04-30 04:00:00,625077551535015565
touch,2018-12-14 19:05:00,7,2018-12-14 19:00:00,347987860301002031
desktop,2018-09-14 15:12:27,4,2018-09-14 15:00:00,483913954107029864
desktop,2017-01-24 17:24:06,8,2017-01-24 17:00:00,813373906489520061
desktop,2017-12-17 11:22:11,8,2017-12-17 11:00:00,605890022791192513
touch,2018-02-04 10:04:34,1,2018-02-04 10:00:00,889356121252614718
desktop,2017-03-30 10:04:21,5,2017-03-30 10:00:00,731860441662487712
touch,2018-08-24 09:21:03,1,2018-08-24 09:00:00,588598887471670360
desktop,2017-05-09 17:15:36,7,2017-05-09 17:00:00,597407758438817524
touch,2018-08-17 10:29:58,4,2018-08-17 10:00:00,83311323693997214
touch,2017-10-28 10:05:32,8,2017-10-28 10:00:00,939848043649543114
desktop,2018-11-16 17:01:55,8,2018-11-16 17:00:00,64851585874591329
desktop,2017-01-22 10:04:28,9,2017-01-22 10:00:00,537545074100706405
touch,2018-04-03 15:00:12,6,2018-04-03 15:00:00,268090444525475459
desktop,2018-04-03 02:01:13,7,2018-04-03 02:00:00,785710245859106834
touch,2018-03-27 10:16:56,7,2018-03-27 10:00:00,226621693263776140
touch,2018-02-22 21:14:34,5,2018-02-22 21:00:00,882007135852481814
desktop,2017-07-14 15:06:46,7,2017-07-14 15:00:00,98399913545637504
touch,2018-03-12 01:02:58,9,2018-03-12 01:00:00,820680007927910854
desktop,2017-01-18 06:12:52,4,2017-01-18 06:00:00,106229595773459156
touch,2018-09-21 21:15:46,2,2018-09-21 21:00:00,222945187309710400
desktop,2018-12-30 16:21:23,8,2018-12-30 16:00:00,995415589646434297
desktop,2017-04-11 16:06:40,7,2017-04-11 16:00:00,390568174218811534
desktop,2017-08-22 19:04:30,6,2017-08-22 19:00:00,146970058038984594
touch,2018-09-27 15:27:36,7,2018-09-27 15:00:00,250103867194182236
desktop,2017-12-16 19:28:25,3,2017-12-16 19:00:00,206486915436271008
touch,2017-12-11 04:08:06,6,2017-12-11 04:00:00,923152270694494943
touch,2018-06-12 00:26:44,7,2018-06-12 00:00:00,733621181321988197
desktop,2018-07-10 22:00:59,7,2018-07-10 22:00:00,197305997598833930
touch,2018-08-16 02:10:42,5,2018-08-16 02:00:00,755369208447253447
desktop,2017-10-12 17:14:47,3,2017-10-12 17:00:00,797136405932600269
touch,2017-07-18 00:04:26,2,2017-07-18 00:00:00,479506462633246472
touch,2018-05-15 02:01:15,7,2018-05-15 02:00:00,88282998536759380
desktop,2017-12-30 15:18:34,4,2017-12-30 15:00:00,937716304674629959
desktop,2017-07-29 07:08:25,2,2017-07-29 07:00:00,351997758506599873
touch,2017-02-10 22:05:57,8,2017-02-10 22:00:00,768895828897068955
desktop,2018-08-20 01:02:34,2,2018-08-20 01:00:00,473013603003796700
desktop,2018-11-04 18:20:42,6,2018-11-04 18:00:00,530304911767184024
touch,2018-04-12 17:08:06,4,2018-04-12 17:00:00,95843277454533764
desktop,2018-12-06 14:26:04,9,2018-12-06 14:00:00,439453676507357487
touch,2018-12-23 10:19:14,5,2018-12-23 10:00:00,325998656729873358
desktop,2018-10-03 05:01:06,4,2018-10-03 05:00:00,619858563471099619
desktop,2018-03-24 05:19:28,8,2018-03-24 05:00:00,837577134025879594
touch,2018-02-26 04:06:20,3,2018-02-26 04:00:00,274548707923032406
touch,2017-05-21 00:22:17,9,2017-05-21 00:00:00,8961219815296813
desktop,2018-02-12 17:06:47,8,2018-02-12 17:00:00,564897027650976107
desktop,2017-12-05 00:23:51,8,2017-12-05 00:00:00,332479548812994986
touch,2018-10-30 08:04:37,5,2018-10-30 08:00:00,336332728476463124
desktop,2017-06-01 01:10:15,1,2017-06-01 01:00:00,152702920472791658
desktop,2017-08-16 21:23:53,9,2017-08-16 21:00:00,139511394280415567
desktop,2017-02-20 23:05:14,2,2017-02-20 23:00:00,414586350778743924
desktop,2017-10-24 06:09:09,1,2017-10-24 06:00:00,424839631214324110
touch,2018-01-17 13:21:13,6,2018-01-17 13:00:00,959868923194482738
desktop,2018-07-07 03:07:41,1,2018-07-07 03:00:00,721687263275361042
touch,2017-07-28 00:06:39,7,2017-07-28 00:00:00,717963543688365389
touch,2018-07-23 14:28:12,7,2018-07-23 14:00:00,892302500167668675
desktop,2018-05-10 14:07:31,1,2018-05-10 14:00:00,125006605217296756
touch,2017-07-19 11:07:51,5,2017-07-19 11:00:00,643292489984276973
desktop,2018-04-10 04:27:48,3,2018-04-10 04:00:00,978156155860108443
desktop,2017-05-18 11:26:23,2,2017-05-18 11:00:00,722398979670476423
touch,2018-01-26 00:24:18,5,2018-01-26 00:00:00,882378476149803677
touch,2017-09-26 19:15:56,5,2017-09-26 19:00:00,528512674703949825
touch,2018-06-24 05:24:30,2,2018-06-24 05:00:00,417340090129300044
desktop,2018-10-29 09:11:47,6,2018-10-29 09:00:00,711106313393838169
desktop,2018-09-02 04:01:43,7,2018-09-02 04:00:00,464183525498030238
